pair_ID,sentence_A,sentence_B,relatedness_score,entailment_judgment
188,,A small group of people is waiting to eat in a restaurant,3.2,NEUTRAL
192,,No motorcycle rider is standing up on the seat of a motorcycle,3.8,CONTRADICTION
194,,Someone is on a black and white motorcycle and is standing on the seat,3.7,CONTRADICTION
200,,A motorcyclist is riding a motorbike along a roadway,4.6,ENTAILMENT
201,,A motorcyclist is riding a motorbike along a roadway,3.7,CONTRADICTION
202,,A motorcyclist with a red helmet is riding a blue motorcycle down the road,4.8,ENTAILMENT
205,,A motorcyclist is riding a motorbike along a roadway,3.3,NEUTRAL
215,,A dog is catching a stick in the air and another is watching,3.7,NEUTRAL
216,,There is no dog leaping in the air,2.7,NEUTRAL
217,,A dog is leaping high in the air and another is watching,3.0,NEUTRAL
223,,The dancer is dancing in front of the sound equipment,4.0,NEUTRAL
224,,The blond girl is dancing behind the sound equipment,3.3,NEUTRAL
226,,The blond girl is dancing in front of the sound equipment,3.5,NEUTRAL
227,,There is no girl in white dancing,3.3,NEUTRAL
232,,Three Asian kids are dancing and there is no man looking,3.9,CONTRADICTION
233,,An Asian man is dancing and three kids are looking,3.7,NEUTRAL
234,,Three Asian kids are dancing and a serious man is looking,1.9,NEUTRAL
237,,Three Asian kids are dancing and a man is looking,2.3,NEUTRAL
238,,Three Asian kids are dancing and a man is looking,1.6,NEUTRAL
240,,A woman is wearing an Egyptian headdress,4.3,ENTAILMENT
241,,A woman is wearing an Indian headdress,4.0,NEUTRAL
248,,A woman is wearing an Egyptian headdress,3.6,NEUTRAL
249,,The woman is wearing glasses and a black headdress,2.5,NEUTRAL
254,,There is no hiker dancing on top of the mountain,3.2,CONTRADICTION
256,,A man is on a rock high above some trees and is standing in a strange position,4.3,CONTRADICTION
257,,A man is on a rock high above some trees and is standing in an uncomfortable position,2.5,NEUTRAL
258,,There is no man on a rock high above some trees standing in a strange position,2.5,NEUTRAL
259,,A hiker is on top of the mountain and is doing a joyful dance,2.9,NEUTRAL
260,,A man is on a rock high above some trees and is standing in a strange position,2.4,NEUTRAL
265,,The brown horse is near a red barrel at the rodeo,4.8,ENTAILMENT
266,,The brown horse is far from a red barrel at the rodeo,3.6,CONTRADICTION
269,,The brown horse is near a red barrel at the rodeo,3.2,NEUTRAL
272,,The brown horse is near a red barrel at the rodeo,3.8,NEUTRAL
273,,A boy is standing in the water,4.1,ENTAILMENT
276,,The boy is wading through the blue ocean,3.2,CONTRADICTION
277,,The kid is swimming through the blue ocean,3.0,NEUTRAL
279,,A boy is standing in the cold water,3.3,NEUTRAL
283,,There is no man playing a guitar on stage,3.6,CONTRADICTION
286,,A guitarist has blonde and flyaway hair,3.0,NEUTRAL
287,,A bald person is playing a guitar,3.8,NEUTRAL
289,,A person has blonde and flyaway hair and is playing a guitar,3.4,NEUTRAL
291,,Several children are lying down and are raising their knees,4.0,NEUTRAL
293,,Two girls are sitting on the ground,4.4,ENTAILMENT
296,,Several children are sitting down and have their knees raised,2.8,NEUTRAL
301,,There is no lady walking in body paint in front of a crowd ,2.9,CONTRADICTION
302,,A nude crowd in body paint is walking in front of a lady ,3.1,NEUTRAL
303,,A topless girl is covered in paint,4.4,ENTAILMENT
305,,A topless girl is covered in paint,3.8,ENTAILMENT
309,,"A young, topless woman is covered in paint",3.0,NEUTRAL
310,,"A young, topless woman is covered in paint",4.2,NEUTRAL
311,,A crowd of people is near the water,4.3,ENTAILMENT
312,,A crowd of people is far from the water,3.8,CONTRADICTION
313,,A group of children wearing the same clothes is waiting at a gate and one is kissing the mother,4.5,ENTAILMENT
315,,A group of children in uniforms is standing at a gate and one is kissing the mother,3.3,NEUTRAL
323,,A man is in a parking lot and is playing tennis against a friend,3.9,NEUTRAL
327,,There is no man pointing at a car,1.5,NEUTRAL
329,,A man is pointing at a silver sedan,1.3,NEUTRAL
331,,A group of people is near the sea,4.0,ENTAILMENT
332,,A group of people is on a mountain,2.6,NEUTRAL
333,,Four people are walking on the beach,4.5,ENTAILMENT
335,,Four people are walking on the beach,4.6,NEUTRAL
338,,A group of people is on a mountain,1.4,NEUTRAL
339,,A group of people is on a beach,4.3,ENTAILMENT
340,,A girl with a black bag is on a crowded train,4.7,ENTAILMENT
341,,A girl with a black bag is on a crowded train,3.7,CONTRADICTION
342,,A cramped black train is on the bag of a girl,2.7,NEUTRAL
344,,An Asian woman in a crowd is carrying a black bag,3.8,NEUTRAL
346,,An Asian woman in a crowd is not carrying a black bag,2.5,NEUTRAL
347,,An Asian woman in a crowd is carrying a black bag,2.8,NEUTRAL
351,,A dog is chasing another and is holding a piece of wood in its mouth,4.6,ENTAILMENT
354,,Two dogs are running and carrying an object in their mouths,4.3,ENTAILMENT
358,,Two dogs are running and carrying an object in their mouths,3.9,NEUTRAL
360,,A dog is chasing a stick and holding another dog in its mouth,3.2,NEUTRAL
361,,Two dogs are running and carrying an object in their mouths,4.0,ENTAILMENT
362,,A soccer ball is rolling into a goal net,4.5,ENTAILMENT
363,,A soccer ball is rolling into a goal net,3.4,CONTRADICTION
366,,A soccer ball is rolling into a goal net,4.1,NEUTRAL
367,,A soccer player is kicking a ball out of the goal,3.2,NEUTRAL
370,,A soccer player is kicking a ball into the goal,4.3,NEUTRAL
372,,There is no man sitting on a chair and rubbing his eyes,3.8,CONTRADICTION
373,,A tattooed man is on a sofa and is holding a pencil,4.4,ENTAILMENT
374,,A man with tattoos is lounging on a couch and is looking for a pencil,2.9,NEUTRAL
375,,A man with tattoos is lounging on a couch and holding a pencil,2.6,NEUTRAL
377,,A man with tattoos is lounging on a couch and is looking for a pencil,2.1,NEUTRAL
378,,A man is sitting on a chair and rubbing his eyes,2.0,NEUTRAL
379,,A man with tattoos is lounging on a couch and holding a pencil,2.5,NEUTRAL
380,,There is no man sitting on a chair and rubbing his eyes,1.6,NEUTRAL
381,,A man is sitting on a chair and rubbing his eyes,2.4,NEUTRAL
387,,A black and tan dog is running through the low and green grass,3.8,NEUTRAL
390,,A brown and white dog is running through the tall grass,4.6,ENTAILMENT
391,,A man is wearing clothes that are covered with paint and is sitting outside in a busy area writing something,4.8,ENTAILMENT
392,,A man is wearing clothes that are covered with paint and is sitting outside in a busy area writing something,4.1,CONTRADICTION
393,,A man is wearing clothes that are covered with paint and is sitting outside in a busy area writing something,3.7,NEUTRAL
395,,There is no man writing a note near a bike,4.2,CONTRADICTION
396,,A man is standing near a bike and is writing on a piece paper,2.6,NEUTRAL
397,,A man is wearing clothes that are covered with paint and is sitting outside in a busy area writing something,2.7,NEUTRAL
398,,A man with paint covered clothes is sitting outside in a busy area writing something,3.1,NEUTRAL
403,,A group of scouts are hiking through the grass,3.5,NEUTRAL
404,,People are walking,4.7,ENTAILMENT
409,,A group of scouts are camping in the grass,1.5,NEUTRAL
410,,Some people are walking,3.2,ENTAILMENT
413,,Two men are breaking into a car during a trip on a snowy road,3.0,NEUTRAL
415,,Two men with cars are on the side of a snowy road,3.5,NEUTRAL
422,,Two men are holding fishing poles,4.3,ENTAILMENT
423,,Two men are holding fishing poles,3.2,CONTRADICTION
427,,Two men are standing near the water and are holding tools used for fishing,4.3,NEUTRAL
428,,Two men are holding fishing poles,3.2,NEUTRAL
434,,The helmeted girl is perching on a bike,4.2,NEUTRAL
435,,A woman is jumping with a bicycle,4.3,NEUTRAL
436,,A woman is performing a trick on a ramp with a car,2.4,NEUTRAL
438,,A woman is performing a trick on a ramp with a car,1.9,NEUTRAL
439,,A woman is performing a trick on a ramp with a bicycle,2.9,NEUTRAL
440,,A woman is performing a trick on a ramp with a bicycle,3.7,NEUTRAL
441,,The helmeted girl is perching on a bike,3.3,NEUTRAL
442,,A blond girl is riding the waves,4.7,ENTAILMENT
446,,A boy is surfing and riding a wave,3.5,NEUTRAL
447,,A blond girl is riding the waves,4.0,NEUTRAL
449,,A blonds girl is surfing,3.6,NEUTRAL
451,,A lady is surfing and riding a wave,2.3,NEUTRAL
454,,Two children and an adult are not standing next to a tree limb,3.6,CONTRADICTION
457,,Two children are climbing a tree,3.0,NEUTRAL
461,,Two children are hanging on a large branch,2.7,NEUTRAL
462,,A man is performing a trick on a bike,3.5,NEUTRAL
465,,A man is performing a trick on a green bicycle,4.7,ENTAILMENT
470,,A man is performing a trick on a green bicycle,3.4,NEUTRAL
473,,A child is holding a squirt gun,4.5,ENTAILMENT
475,,A child with a gun that sprays water is laughing and getting hit by other boys,4.0,NEUTRAL
476,,A laughing child is holding a water gun and getting sprayed with water,4.0,CONTRADICTION
477,,A child is holding a squirt gun,3.9,ENTAILMENT
484,,Two dogs are playing with a small red ball,4.2,NEUTRAL
485,,Two daschunds are playing with a red ball,3.3,NEUTRAL
486,,Two dogs are playing with a small red ball,3.8,NEUTRAL
489,,Two daschunds are playing with a red ball,3.0,CONTRADICTION
491,,"The dog, which is black and white, is running and a person stands behind it",4.9,ENTAILMENT
494,,A little dog is sprinting and its owner is trying to catch it,4.8,ENTAILMENT
496,,A little dog is sprinting and the person who owns it is trying to catch it,3.0,NEUTRAL
497,,A little dog is slowing down and the owner is quitting chasing it,2.9,NEUTRAL
499,,A little dog is sprinting and its owner is trying to catch it,2.7,NEUTRAL
500,,A little dog is sprinting and its owner is trying to catch it,2.5,NEUTRAL
505,,A black shirt is being worn by a man who is sitting at the table and laughing,4.7,ENTAILMENT
506,,"There is no man wearing a shirt dyed black, sitting at the table and laughing",3.7,CONTRADICTION
507,,A man wearing a dyed black shirt is sitting at the table and laughing,3.6,NEUTRAL
508,,A man is sitting comfortably at a table,3.5,NEUTRAL
513,,A man wearing a dyed black shirt is sitting at the table and laughing,2.4,NEUTRAL
514,,A man wearing a dyed black shirt is sitting at the table and laughing,3.9,NEUTRAL
515,,A woman who is wearing a pink scarf is riding a bike down a bridge built for pedestrians,4.3,ENTAILMENT
516,,A woman who is wearing a pink boa is riding a bicycle down a bridge built for pedestrians,3.7,NEUTRAL
522,,"The woman wearing silver pants, pink bellbottoms and a pink scarf isn't riding a bike",2.6,NEUTRAL
524,,"The woman wearing silver pants, pink bellbottoms and a pink scarf is riding a bike",3.7,NEUTRAL
527,,"The woman wearing silver pants, pink bellbottoms and a pink scarf is riding a bike",2.5,NEUTRAL
528,,A biker is wearing gear which is black,4.7,ENTAILMENT
529,,A biker is wearing gear which is black,3.315,CONTRADICTION
531,,One man is wearing a black helmet and pushing a bicycle,4.8,ENTAILMENT
535,,There is no man wearing a black helmet and pushing a bicycle,2.7,NEUTRAL
538,,A biker is naked,2.6,NEUTRAL
541,,The man in a t-shirt dyed grey is sitting on a rock in front of a waterfall,4.9,ENTAILMENT
542,,There is no man in a grey t-shirt sitting on a rock in front of the waterfall,3.5,CONTRADICTION
545,,A woman is sitting and looking at the waterfall,3.1,NEUTRAL
548,,The man in a grey t-shirt is sitting on a rock in front of the waterfall,2.5,NEUTRAL
550,,A woman is sitting and looking at the waterfall,3.1,NEUTRAL
551,,A woman is sitting and looking at the waterfall,1.9,NEUTRAL
552,,A rocker is sitting with a t-shirt that has a man over a grey waterfall on the front,2.5,NEUTRAL
555,,There is no dog running in the grass,3.4,CONTRADICTION
556,,"A dog, which is brown, and a black one are running in the grass",2.5,NEUTRAL
557,,A dark black dog and a light brown dog are playing in the backyard,4.9,ENTAILMENT
560,,"A dog, which is brown, and a black one are running in the grass",4.0,NEUTRAL
561,,"A dog, which is brown, and a black one are running in the grass",3.6,NEUTRAL
564,,A dark black dog and a light brown dog are playing in the backyard,3.1,NEUTRAL
565,,A black man is running in brown grass and racing a dog,2.0,NEUTRAL
568,,A dog that has a brown and white coat is trotting through shallow water,4.1,NEUTRAL
570,,A white and brown dog is pacing through the water with difficulty,4.5,ENTAILMENT
581,,A group of boys are playing with a ball in front of a large door made of wood,3.5,NEUTRAL
586,,A group of boys are playing with a ball in front of a large door made of wood,3.4,NEUTRAL
587,,The children are playing in front of a large door,3.4,ENTAILMENT
588,,A group of boys are quiet in front of a large door made of wood,3.4,NEUTRAL
597,,"A woman is taking off a cloak, which is very large, and revealing extravagant apparel",2.8,NEUTRAL
599,,"A black, red, white and pink dress is being worn by a woman",3.4,NEUTRAL
601,,A teenage girl is wearing beads that are red,3.8,NEUTRAL
603,,"A lady of young age, with light brown hair, is wearing a red necklace, a sweatshirt and earrings and is smiling",5.0,ENTAILMENT
604,,"There is no young lady with light brown hair wearing a red necklace, a sweatshirt and earrings and smiling",3.7,CONTRADICTION
605,,"A red sweatshirt with a smiling lady upon it is suited to be worn with light brown hair, earrings and a necklace ",3.3,NEUTRAL
606,,A teenage girl is wearing beads that are red,3.1,NEUTRAL
609,,The teenage girl is wearing beads that are red,2.4,NEUTRAL
611,,"A young lady with light brown hair is wearing a red necklace, a sweatshirt and earrings and is smiling",2.3,NEUTRAL
617,,A fearful little boy is on the ground,3.4,NEUTRAL
621,,A climbing boy rescues the fearful cat from over the wall,2.2,NEUTRAL
622,,A boy is effortlessly climbing up a wall artificially built for climbing and is attached to a rope,4.1,NEUTRAL
625,,A fearful little boy is on a climbing wall,3.9,NEUTRAL
626,,A father is launching the daughter in a swimming pool,4.8,ENTAILMENT
628,,A father is launching the daughter in a swimming pool,3.2,NEUTRAL
629,,One man is tossing a kid into the swimming pool that is near the ocean,4.8,ENTAILMENT
631,,"A kid swimming in the ocean is tossing a coin into the pool, near the man",2.2,NEUTRAL
632,,A father is launching the daughter in a swimming pool,3.9,NEUTRAL
634,,A father is launching the daughter in a swimming pool,1.6,NEUTRAL
637,,The man is tossing a kid into the swimming pool that is near the ocean,2.515,NEUTRAL
638,,The man is tossing a kid into the swimming pool that is near the ocean,3.8,NEUTRAL
641,,One man is climbing a cliff with a rope,3.1,NEUTRAL
643,,"A person is climbing a rock with a rope, which is pink",3.9,NEUTRAL
645,,One man is climbing a cliff with a rope,4.3,ENTAILMENT
646,,"A person is standing in front of a rock with a rope, which is pink",3.4,NEUTRAL
648,,One man is climbing the cliff with a rope,4.1,ENTAILMENT
649,,One man is descending a cliff with a rope,2.8,NEUTRAL
650,,A social climber is tying a man to a cliff with a rope,2.685,NEUTRAL
653,,The young boy is climbing the wall made of rock,4.1,CONTRADICTION
655,,A young kid is climbing a rock climbing wall which is indoors,4.7,ENTAILMENT
657,,A child is indoors watching a program about some young climbers on a rock wall.,3.2,NEUTRAL
660,,The young boy is climbing the wall made of rock,3.4,NEUTRAL
661,,A young child is climbing a rock climbing wall which is indoors,4.3,NEUTRAL
663,,A young child is climbing a rock climbing wall which is indoors,2.9,NEUTRAL
668,,The cyclist isn't performing a trick in the air,3.8,CONTRADICTION
671,,The cyclist isn't performing a trick in the air,2.9,NEUTRAL
672,,The air is tricking a performing cyclist,3.0,NEUTRAL
676,,"A dog, which is black, and another one, which is white, are staring at each other in the street",4.9,ENTAILMENT
678,,One white dog is staring at the black street,3.1,NEUTRAL
679,,Two dogs of different breeds are looking at each other across a street,4.6,ENTAILMENT
680,,There are no dogs of different breeds looking at each other across a street,3.9,CONTRADICTION
685,,Two dogs of different breeds are looking at each other across a street,4.1,NEUTRAL
690,,"A dog next to a tree, which is probably a pine, is biting a bucket",3.4,NEUTRAL
691,,A dog in a bucket is biting a tree which is probably a pine,3.2,NEUTRAL
692,,A dog which is furry and black is in a back yard and is carrying a basket in its mouth,5.0,ENTAILMENT
693,,There is no dog which is furry and black in a back yard carrying a basket in its mouth.,3.7,CONTRADICTION
696,,There is no dog which is furry and black in a back yard carrying a basket in its mouth.,3.2,NEUTRAL
697,,"A dog next to a tree, which is probably a pine, is biting a bucket",3.4,NEUTRAL
699,,"A dog next to a tree, which is probably a pine, is dropping a bucket",2.8,NEUTRAL
702,,Two large persons are sitting on a park bench and they have a bottle of soda between them,4.7,ENTAILMENT
703,,Two large persons are standing near a park bench and they have nothing between them,4.1,CONTRADICTION
704,,Two large persons are sitting on a park bench and they have a bottle of soda between them,3.7,ENTAILMENT
709,,Two persons of large size are sitting on a park bench and they have a bottle of soda between them,3.3,NEUTRAL
715,,A man is leading the race,3.7,NEUTRAL
722,,One man is leading the race,3.1,NEUTRAL
723,,A few men in a competition are running outside,3.7,NEUTRAL
725,,A man is leading the race,3.8,NEUTRAL
727,,There is no man with a camera studying the subject,3.6,CONTRADICTION
728,,The study subject is a camera man,3.6,NEUTRAL
729,,The man in the purple hat is operating a camera that makes videos,4.9,ENTAILMENT
730,,The man in the purple hat is operating a camera that makes videos,3.4,CONTRADICTION
731,,A man with a camera is studying the subject,3.4,NEUTRAL
732,,The man in the purple hat isn't operating a camera that makes videos,3.2,NEUTRAL
733,,The subject is being studied by a man with a camera,3.6,NEUTRAL
734,,There is no man with a camera studying the subject,3.2,NEUTRAL
735,,The man in the purple hat is operating a camera that makes videos,2.8,NEUTRAL
736,,A man with a camera is studying the subject,3.3,NEUTRAL
737,,The bride and the groom are leaving after the wedding,4.8,ENTAILMENT
738,,The bride and the groom are leaving after the wedding,4.3,NEUTRAL
741,,A married couple is walking down the aisle,4.4,ENTAILMENT
745,,The bride and the groom are leaving after the wedding,2.8,NEUTRAL
746,,A married couple is walking down the aisle,3.6,NEUTRAL
747,,A married couple is walking down the aisle,4.0,NEUTRAL
748,,The bride is leaving the groom after the wedding,2.6,NEUTRAL
749,,The bride and the groom are leaving after the wedding,3.4,NEUTRAL
752,,The presentation is being attended by a classroom of students,4.8,ENTAILMENT
754,,A classroom is full of students,3.4,NEUTRAL
757,,A classroom is empty,3.0,NEUTRAL
760,,A boy at the bottom of a hill covered in snow is naked and is sitting on his knees,3.2,NEUTRAL
761,,A boy on a red and black slide is wearing a jacket and a hat and has knees which are covered in snow,3.5,NEUTRAL
762,,The kid is sliding in the snow,4.5,ENTAILMENT
764,,The kid is sliding in the snow,3.4,NEUTRAL
766,,The kid is still in the snow,3.4,ENTAILMENT
769,,A boy at the bottom of a hill covered in snow is naked and is sitting on his knees,2.7,NEUTRAL
772,,A woman and a dog are sitting on a tree stump,4.5,ENTAILMENT
774,,"A woman, who is old, is near a white dog",4.4,ENTAILMENT
777,,A woman and a dog are sitting on a tree stump,2.4,NEUTRAL
783,,A dog is excitedly playing with water in the grass,3.5,NEUTRAL
784,,The dog is snapping at some droplets of water,4.5,ENTAILMENT
785,,The dog isn't snapping at some droplets of water,4.0,CONTRADICTION
789,,A snap is depicting some water falling in droplets on the dog,2.9,NEUTRAL
791,,There is no dog excitedly playing with water in the grass,3.5,NEUTRAL
792,,The dog is snapping at some droplets of water,2.4,NEUTRAL
793,,A dog is excitedly playing with water in the grass,4.2,NEUTRAL
796,,"Some people are in the snow, wearing clothes that provide camouflage",4.4,ENTAILMENT
797,,"Two people are in the snow, wearing clothes that provide camouflage",3.3,CONTRADICTION
799,,Two people are walking two dogs with golden coats in the snow,2.7,NEUTRAL
802,,Two men are walking two dogs with golden coats in the snow,3.2,NEUTRAL
804,,Two people are walking two dogs with golden coats in the snow,2.7,NEUTRAL
811,,"A girl from Asia, in front of a brick window, looks surprised",2.2,NEUTRAL
812,,A girl is wearing a t-shirt and has her mouth open.,2.4,NEUTRAL
813,,A girl is wearing a t-shirt and has her mouth open.,2.1,NEUTRAL
820,,The mountain gear is steadily placed in front of the standing biker,3.6,NEUTRAL
822,,A group of people is equipped with protective gear,2.3,NEUTRAL
824,,A person in biking gear is standing steadily in front of some mountains ,2.0,NEUTRAL
825,,A person in biking gear is standing steadily in front of some mountains ,2.0,NEUTRAL
830,,The little kid is playing football and falling into the grass,4.6,ENTAILMENT
831,,The little kid is playing football and falling into the grass,4.1,CONTRADICTION
836,,The little kid is playing football and falling into the grass,3.5,NEUTRAL
839,,The little kid is playing football and falling into the grass,3.7,NEUTRAL
841,,"A man with equipment used for climbing is under a vertical, white rock",3.9,NEUTRAL
844,,A woman with a ponytail is climbing a wall of rock,4.085,ENTAILMENT
845,,A woman is tailing a pony near a rock climbing wall,2.9,NEUTRAL
846,,A woman with pigtails is climbing a rock wall,2.1,NEUTRAL
848,,"A man with equipment used for climbing is hanging from a white, vertical rock.",1.8,NEUTRAL
851,,"The climbing equipment to rescue a man is hanging from a white, vertical rock",1.8,NEUTRAL
852,,A woman with a ponytail is climbing a wall of rock,2.7,NEUTRAL
855,,A black person in white is joyfully running with the dog on the grass,2.4,NEUTRAL
857,,One white dog and one black one are running side by side on the grass,3.7,NEUTRAL
858,,A black and a white dog are joyfully running on the grass,4.4,ENTAILMENT
859,,A black and a white dog are joyfully running on the grass,4.115,NEUTRAL
862,,One white dog and one black one are running side by side on the grass,2.3,NEUTRAL
864,,Not a lot of people are in an ice skating park,3.9,CONTRADICTION
866,,A lot of people are in an ice skating park,3.9,NEUTRAL
867,,An ice skating rink placed outdoors is full of people,4.9,ENTAILMENT
868,,An ice skating rink placed outdoors is full of people,3.6,CONTRADICTION
869,,An ice skater is outdoors performing on a rink full of people,4.0,NEUTRAL
870,,A lot of people are in an ice skating park,4.2,ENTAILMENT
872,,An ice skater is outdoors performing on a rink full of people,3.5,NEUTRAL
874,,There aren't many people in the ice skating park,3.6,CONTRADICTION
876,,A lot of people are in an ice skating park,4.5,ENTAILMENT
878,,"A girl in a uniform, which is blue, is raising her arm.",3.4,NEUTRAL
879,,"A girl in a uniform, which is blue, is raising her arm.",3.3,NEUTRAL
880,,Some cheers are being performed by the girl in the blue and white uniform,4.9,ENTAILMENT
881,,The girl in the blue and white uniform is cheering,4.1,CONTRADICTION
883,,"A girl in a uniform, which is blue, is raising her arm.",4.2,NEUTRAL
887,,"A girl in a uniform, which is blue, is lowering her arm",3.4,NEUTRAL
888,,The girl in the blue and white uniform is cheering,3.2,NEUTRAL
889,,The girl in the blue and white uniform is cheering,3.3,NEUTRAL
892,,People are on a beach full of sand by the ocean and are enjoying a day full of sun,4.8,ENTAILMENT
893,,People are on a beach full of sand by the ocean and are enjoying a sunny day,2.9,NEUTRAL
895,,A bunch of people is on the shore,2.8,NEUTRAL
898,,A bunch of people is on the shore,3.8,ENTAILMENT
902,,The man is doing a wheelie with a motorcycle on ground which is mostly barren,4.4,ENTAILMENT
904,,"The man is on ground which is mostly barren, filming a wheelie done with a motorcycle.",3.5,NEUTRAL
906,,The man is getting off a motorcycle onto ground which is mostly barren,3.5,NEUTRAL
908,,The man is doing a wheelie with a motorcycle on ground which is mostly barren,4.1,NEUTRAL
909,,The man is doing a wheelie with a motorcycle on ground which is mostly barren,3.4,NEUTRAL
910,,A courageous performer is doing a wheelie with a motorcycle over a man in a blue jumpsuit,3.6,NEUTRAL
915,,Two people are kissing near a crowd,3.0,NEUTRAL
917,,A woman is being kissed by a man,4.0,NEUTRAL
920,,A lady is being kissed by a man,4.1,NEUTRAL
922,,A woman is being kissed by a man,4.0,NEUTRAL
927,,The young girl is blowing a bubble that is very small,3.7,CONTRADICTION
931,,The girl in a dyed red shirt isn't blowing a bubble,3.3,NEUTRAL
932,,The young girl is blowing a bubble that is huge,3.0,NEUTRAL
935,,A young child is wearing green boots and playing in a puddle full of mud,3.5,NEUTRAL
936,,Some green boots in a puddle full of mud are targeted by a playful young child wearing a scarf,3.0,NEUTRAL
